Category,SubCategory,Name,Price,SKU,Weight,Options,Description,ImageUrls,ImageNames,Url
Gift Ideas,Gift Items From $100 and Up,Fire Weather Instrument Kit JIM-GEM,$165.00,19482b,1.00 LBS,,"Fire Weather Instrument Kit JIM-GEMIncludes wind meter that measures up to 60 mph, compass graduated 0-360° (Azimuth) for wind direction and fire location, sling psychrometer and psychrometer slide rule for wet and dry bulb temperature (30°F to 110°F), water bottle for wet bulb, 100 page notebook for recording data, mechanical pencil, and belt-worn carrying case.Includes wind meter that measures up to 60 mphCompass graduated 0-360degrees (Azimuth) for wind direction and fire locationSling psychrometer and psychrometer slide rule for wet and dry bulb temperature (30degreesF to 110degreesF)Water bottle for wet bulb100 page notebook for recording dataMechanical pencilbelt-worn carrying case","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/481/745/weatherbeltkit_full__86091.1378758760.jpg?c=2, ","07d09c45-6e93-4809-a9ad-d80e2dc90519.png, ",https://www.fire-etc.com/beltfireweatherkit/
Gift Ideas,Gift Items From $100 and Up,Kestrel 3000 Pocket Weather Station,$164.00,12060,1.00 LBS,,"Kestrel 3000 Pocket Weather StationKestrel 3000 Pocket Weather Station tracks maximum and average wind speeds along with current readings. Displays wind speed knots, meters per second, kilometers per hour, miles per hour, feet per minute or Beaufort force. Temperature, wind chill, heat index and dew point temperature can be displayed in °C or °F. Relative humidity is expressed as a percentage. Measuring modes and display units can be changed at any time and all functions are controlled with two buttons. A hard, slip-on case protects the display, buttons and impeller. Two-year manufacturer's warranty. Minimum wind speed: 0.7 mph (0.6 knots, 1 km/h, 0.3 m/s, or 60 fpm). Maximum wind speed: 89 mph (78 knots, 144 km/h, 40 m/s, or 7,830 fpm). Wind speed accuracy: ±3%. Update: 1 second. Temperature and wind chill accuracy: ±1°C. Wind chill factor resolution: ±1°C. Relative humidity accuracy: ±3% from 5% to 95%. Dew point temperature accuracy: ±2°C. Heat index accuracy: ±3°C. Humidity sensor can be recalibrated in the field. Temperature resolution: ±0.1°F (±0.1°C). Operating temperature: -4°F to +140°F (-20°C to +60°C). Temperature range: -20°F to +158°F (-29°C to +70°C). Impeller: 1"" diameter, sapphire bearings, light weight. Temperature sensor: hermetically sealed precision thermistor. Humidity sensor: silicon based capacitive sensor. Display: reflective 3-1?2 digit LCD. Sealing: electronics enclosure IP67 – water resistant to 3 ft. Floats. Battery: user-replaceable CR2032 coin cell battery with a typical life of 400 hours. Dimensions: 4.8"" x 1.7"" x 0.6"".","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/480/744/89183k_full_1901__13067.1378754349.jpg?c=2, ","44f8b6d1-1f04-4cce-a1ea-43ac716f30ca.png, ",https://www.fire-etc.com/Kestrel-3000-Pocket-Weather-Station/
Gift Ideas,Gift Items From $100 and Up,Pro Warrington 3003 8 inch Black Station Boot,$385.00,3003,8.00 LBS,"*Size: 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 14, D, E, EEE,","Pro Warrington 3003 8 inch Black Station BootPro Warrington model 3003 is an extremely lightweight, comfortable 8"" Station/Duty Boot with many of the exclusive design and performance feature of its NFPA counterpart. Features like the oblique toe, genuine side slope seam configuration, Cambrelle lining and stitched-down sole, coupled with Military AB leather to create a boot that is the most water resistant available in the fire service. Its unique all leather design makes the Pro Warrington 3003 the perfect station/duty boot. PLEASE NOTE THESE BOOTS ARE NOT ALWAYS IN STOCK. IF ON HAND, WE WILL SHIP IMMEDIATELY. HOWEVER, DUE TO MANUFACTURER DELAYS DELIVERY TIME CAN RUN UP TO 8 WEEKS. PLEASE CALL TO VERIFY STOCK. THIS PRICE WILL ONLY BE HONORED ONLINENFPA 19778"" All Leather Station/Duty BootMilitary AB Water Resistant LeatherOblique Shaped Safety Toe CapCambrelle LinerComfort CollarDual Function Closure SystemThermoplastic Backpart Molded Heel CounterFull Wrap-around Goodyear WeltShankPuncture Resistant Steel Bottom PlateVibram Lug SoleMade in the USAREFUND POLICY: ALL BOOTS MUST BE IN NEW CONDITION AND NOT WORN OUTSIDE OR ON DUTY AND HAVE THE ORIGINAL PACKAGING. IF THERE IS A MANUFACTURER DEFECT IN QUESTION PLEASE CALL OR EMAIL US IMMEDIATELY TO DISCUSS.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/77/1825/3003_boot__18152.1597683928.png?c=2, ","797239ae-2524-461f-9beb-95e01faa7c22.png, ",https://www.fire-etc.com/pro-warrington-8-inch-black-station-boot-3003/
Gift Ideas,Gift Items From $25-$50,Veridian Wildland Glove,$41.50,VWLG,1.00 LBS,"*Size: X Small, Small, Medium, Large, X Large, XX Large, XXX Large,","Veridian Wildland GloveFlame, heat, cut & puncture resistantCowhide suede leatherBlack leather palm on glove wear sufrace: glove back in gold leather, 4 inch long double layer knit Kevlar wristlet with leather pull patch on palm sideLow-Impact on hand dexterity: enhancement of grip ability under dry & wet conditions UL certified to meet or exceed current edition of NFPA 1977 Standard","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/843/1551/wildland-glove__79239.1496940557.jpg?c=2, ","c48638d0-bd50-4ab7-ae32-f4e13f0fa393.png, ",https://www.fire-etc.com/veridian-wildland-glove/
Gift Ideas,Gift Items From $25-$50,True North Dual Radio Harness Gen 2,$74.95,35369,1.00 LBS,,"True North Dual Radio Harness Gen 2DETAILSOur collection of best-selling Radio Harnesses feature all the bells and whistles that our customers expect from True North® products. With adjustable pockets designed to fit all makes and models of radios and our internal suspension system that keeps harness fit stable, to upgraded, lightweight low-profile back harnesses, our Gen 2 Radio Harnesses are even more comfortable, durable and functional than ever.The Dual Universal Radio Harness pairs comfort and function with a side-zip on internal pocket for faster access. Our unique internal suspension system keeps the radio harness comfortably on your chest without sagging or swinging. Holds most sizes of radios from Bendix King down to Icom and Kenwood.FEATURES2 adjustable radio pockets fit a wide range of models from larger legacy radios to smaller, modern handsetsCell phone pocket developed to fit large phones and their casesMultiple storage throughout for batteries, maps, notebooks and pensSlots for holding two pensLow profile back harness constructed from lightweight yet durable Hypalon™Can mount directly to your line pack shoulder harness with Integration StrapsZippered front pocket for Kestrel or GPSSPECSMaterials: 1000D Cordura®, Nylon Webbing, Nylon Hardware, Hypalon™Weight: .80 lbsCERTIFICATIONNFPA 1977","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/839/1535/True_North_Dual_Radio_Harness_Gen_2__22475.1494525365.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/839/1533/True_North_Single_Universal_Radio_Harness_Gen_2e__86145.1494525366.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/839/1534/True_North_Single_Universal_Radio_Harness_Gen_2c__62715.1494525366.jpg?c=2, ","1ec70243-da51-4ac1-bbca-3787b6c81064.png, 78dc70e6-8102-4e65-9bb1-25526f1508a8.png, 86a18a8e-90cd-49b5-87f7-a56f9bbff007.png, ",https://www.fire-etc.com/true-north-dual-radio-harness-gen-2/
Gift Ideas,Gift Items From $25-$50,NightStick Green Safety Rated LED Flashlight-Floodlight,$29.95,34698,1.00 LBS,,"NightStick Green Safety Rated LED Flashlight-FloodlightThis non-rechargeable Dual-Light™ Flashlight is cETLus, ATEX, IECEx, INMETRO and MSHA listed Intrinsically Safe Permissible. It uses a CREE® LED rated at 120 lumens that works in conjunction with a high-efficiency deep parabolic reflector to create a usable flashlight beam rated at 170 meters. A 120 lumens unfocused floodlight is integrated into the housing which is perfect for close-up illumination. Additionally, both the flashlight and the floodlight can be turned on at the same time for maximum versatility. The dual body switches provide momentary or constant-on functionality for the flashlight and on/off functionality for the floodlight. Additionally, the integrated magnets located in the base of the handle and the pocket clip, provide for almost limitless hands-free usage. Power comes from 3 AA premium batteries (not included). Features cETLus, ATEX, IECEx, INMETRO and MSHA listed Intrinsically Safe PermissibleFlashlight – Floodlight – Dual-Light™CREE® LED technology – 50,000 + hours LED lifeMomentary or constant-on flashlightSharp focused flashlight beam for distance illuminationUnfocused wide-beam floodlight for close-up illuminationDual-light (flashlight & floodlight at same time) for maximum versatilityPowerful integrated magnets built into the base and pocket clip for multiple hands-free optionsEngineered polymer housingNon-slip gripDual body switchesWaterproofImpact & chemical resistantBuilt-in pocket/belt clipIncludes removable lanyardRequires 3 AA batteries","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/826/1484/XPP-5422GM_HighAngle_Left__80403.1483134485.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/826/1486/XPP-5422GM__32326.1483134485.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/826/1488/XPP-5422GM_ANSI__32107.1483134485.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/826/1485/XPP-5422GM_InHandFlashlight_LtoR__80199.1483134485.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/826/1487/XPP-5422GM_DownTheBore__36184.1483134485.jpg?c=2, ","f6bda4af-8270-4df2-8a2c-00033b06bdb6.png, 9ca43994-0f65-44e2-a782-ee0c4a4dab38.png, a501a9ec-f8b1-493f-95d4-5ceeaa6bfdcd.png, 8dabfa79-88a0-4742-84b7-305809b8f3e9.png, 084a012b-eec2-4f34-bca0-0d75f3f0768f.png, ",https://www.fire-etc.com/nightstick-green-safety-rated-led-flashlight-floodlight/
Gift Ideas,Gift Items From $50-$100,Channellock 86 Rescue Tool,$79.95,32791,3.00 LBS,,"Channellock 86 Rescue ToolPLEASE NOTE: THIS ITEM IS CURRENTLY ON BACKORDER  THROUGH APRIL 2022. WE ARE NOT CURRENTLY TAKING ORDERS DUE TO SEVERE BACKLOG WITH CHANNELLOCK.  Jaw design accommodates many shapes and provides maximum gripSpring and lock feature allows easy one-hand operation in high-stress situationsShuts off gas safety valves and pries open windows and doorsSpanner wrench tightens and loosens up to 5-inch hose couplingsXLT ™ technology requires considerably less force to cut than traditional high leverage designsLaser heat-treated cutting edges last longer and easily cut hard and soft wireBased on real-world feedback from First Responders the Model 86 Rescue Tool is designed for easy, intuitive, one-hand operation in high-stress situations. A 9"" Rescue Tool Linemen’s with Spring & Lock.Jaw design accommodates many shapes and provides maximum gripSpring and lock feature allows easy one-hand operation in high-stress situationsShuts off gas safety valves and pries open windows and doorsSpanner wrench tightens and loosens up to 5-inch hose couplingsXLT ™ technology requires considerably less force to cut than traditional high leverage designsLaser heat-treated cutting edges last longer and easily cut hard and soft wireSpecifications:Overall length: 9.02 in / 229.48 mmJaw length: 1.78 in / 45.38 mmJoint thickness: 0.45 in / 11.43 mmJoint width: 1 in / 25.40 mmCutting edge: 0.72 in / 18.38 mmNose width: 0.25 in / 6.47 mmHandle span: 3.76 in / 95.55 mmWeight: 0.90 lbs / 412.27 g","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/803/1368/Channellock_86__69845.1450288017.jpg?c=2, ","a79bf31c-72e2-4d1d-9908-c9f76111dcae.png, ",https://www.fire-etc.com/channellock-86-rescue-tool/
Gift Ideas,Gift Items From $50-$100,Hot Shield Wlidland Firefighter Face Mask HS-2,$85.00,10027,1.00 LBS,,"Hot Shield Wlidland Firefighter Face Mask HS-2The Hot Shield Model HS-2 Wildland Firefighter Face Mask is a patented (U.S. Patents 5,628,308 and 5,823,188) highly flame resistant face protector designed by firefighters for use in all wildland firefighting operations. The HS-2 offers the extreme protection against burns to the face/neck with the added benefit of blocking and reducing the inhalation of smoke & ash particulate. Multiple layers of patented CarbonX help maintain the crucial airspace firefighters want and human skin needs to survive extreme temperatures. The soft comfortable inside liners (also CarbonX) absorb perspiration, adding to user comfort.No other mask on the market can make these claims!Twin layers of CarbonX mesh at the center ventilation orifice allow for easy air exchange and help prevent buildup of CO2. The patented, user-friendly design allows the firefighter to insert an activated carbon disposable particulate filter with exhalation valve.CarbonX is the only inherently non-flammable fabric in the world. This fabric weave will not burn, ignite, char shrink or decompose at temperatures of up to and exceeding 2000 degrees Farenheit, even for extended periods of time. (See CarbonX FAQ for more info on this revolutionary fabric).The HS-2 weighs just 5.8 oz. / 162.4 grams, incorporates reflective trim for nighttime visibility and can be classified as an interface component of Wildland PPE, according to the NFPA Standard #1977 Wildland Protective Clothing and Equipment, Appendix. Each HS-2 is packaged with 1 filter.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/799/1363/Hot_Shield_HS2a.jpg__28006.1444059891.JPG?c=2, ","b9769ce7-b664-4069-8033-c8fedf74cccf.png, ",https://www.fire-etc.com/hot-shield-wlidland-firefighter-face-mask-hs-2/
Gift Ideas,Gift Items From $50-$100,Quickstop Firefighter Multi Tool,$69.95,31138,1.00 LBS,,"Quickstop Firefighter Multi Tool6-in-1-tool: Fire Sprinkler Tool, Spanner Wrench, Utility Key, PRV Wrench, Door Chock, 02 Bottle KeyThe Quickstop Multi-Tool is the FIRST AND ONLY fire sprinkler multi-tool on the market. It gives firefighters the equipment they need to attack commercial and high-rise fires and it stops fire sprinklers. The tool can be used to remove FDC caps, make standpipe connections, shut off residential utilities, adjust system pressures (PRV), open oxygen cylinders, blocks doors open, and stop fire sprinklers. Attaching a multi-tool to your high-rise hose packs gives your firefighters the equipment they need on the fire floor when they need it most. Quickly stopping the water at the head, allows the remaining fire protection system in the building to operate while crews check for extension of fire or search for main the water shut off. The Quickstop Muli-Tool also reduces building damage which results in less clean up for fire crews and shorter on scene times. The Talon and Multi-Tool are the only sprinkler tools that stop 1/2"" and 3/4"" heads whether they are intact, damaged or completely sheared. Tested up to 350 PSI.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1827/qmt-quickstop-firefighter-multitool-closed-1000x1000__67728.1597775496.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1828/qmt-quickstop-firefighter-multitool-1000x1000__61536.1597775496.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1829/qmt-quickstop-firefighter-multitool-diagram-1240x1000__76615.1597775496.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1831/qmt-quickstop-firefighter-multitool-clamped-fire-sprinkler-head__98908.1597775496.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1830/qmt-quickstop-firefighter-multitool-door-chock__18955.1597775497.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1832/qmt-quickstop-firefighter-multitool-prv-valve__02560.1597775497.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1833/qmt-quickstop-firefighter-multitool-oxygen-bottle__98099.1597775497.JPG?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/758/1834/qmt-quickstop-firefighter-multitool-fdc-cap__32798.1597775497.jpg?c=2, ","35ee3bd1-eae2-4927-818b-3ae59324adf2.png, 6227fd55-b90b-4d36-94d9-621ba3e56ae7.png, 719cd4c7-ef63-44c4-9a8f-46ebe5710c5d.png, befbbdc9-a53e-42eb-ae60-68d844048e53.png, 1186393d-4e6e-44d2-92a2-e2bbab73de71.png, a85204bb-d1d8-4079-afc6-5948422f9d5f.png, bd7a78dc-6b79-45f9-90ff-1e64c0233ec6.png, 6077e79a-2c72-44fa-ba67-3a6d360b7028.png, ",https://www.fire-etc.com/quickstop-firefighter-multi-tool/
Gift Ideas,Gift Items From $50-$100,Bullard Wildland Fire Fighter Helmet Full Brim with Ratchet,$72.00,FH911HR,2.00 LBS,,Bullard Wildland Fire Fighter Helmet Full Brim with RatchetBullard Wildland Fire Fighter Helmet Full Brim with Ratchet is specifically engineered to meet the special needs of wildland/forestry firefighters. Manufactured from heat-resistant thermoplastic for superior impact and penetration protection. Bullard wildfire helmets meet and exceed the performance specifications of NFPA 1977-2005. These helmets also exceed all major state fire codes for wildland firefighting.Easy to adjust Flex-Gear ratchet sizing suspensionThermoplastic ShellFull BrimReflective lime-yellow stripesThree goggle clipsAdjustable chinstrapComfortable 6-point suspensionAbsorbent cotton brow padVelcro attachments inside shellMeets NFPA 1977-2005 specifications,"https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/621/1177/bullardwildland__77743.1383859872.jpg?c=2, ","ec211fce-c193-4759-923a-84451522e18a.png, ",https://www.fire-etc.com/BullardWildlandFireFighterHelmetFullBrim/
